ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
18740,Alejandro Francisco Casaas Ramrez,M,26.0,188.0,79.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,Silver
18842,Ollan Conley Cassell,M,27.0,185.0,75.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
19169,"Warren Jay ""Rex"" Cawley",M,24.0,183.0,75.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,Gold
19625,"Marise Ann Millicent Chamberlain (-Stephen, -Schou)",F,28.0,169.0,55.0,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 800 metres,Bronze
19878,Michle Marie George Chardonnet (-Piasenta),F,27.0,170.0,60.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres Hurdles,Bronze
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,25.0,165.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,Silver
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,25.0,165.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,25.0,165.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
20347,Taisiya Filippovna Chenchik,F,28.0,175.0,54.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's High Jump,Bronze
20464,Nikolay Nikolayevich Chernetsky,M,20.0,186.0,74.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
20484,Lyudmila Alekseyevna Chernova (-Zenina),F,25.0,165.0,56.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
20609,Chi (-Reel) Cheng,F,24.0,172.0,62.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,Bronze
20880,Silvia Chivs Bar,F,17.0,157.0,58.0,Cuba,CUB,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres,Bronze
20880,Silvia Chivs Bar,F,17.0,157.0,58.0,Cuba,CUB,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
20892,Nadezhda Vladimirovna Chizhova,F,23.0,174.0,90.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Shot Put,Bronze
20892,Nadezhda Vladimirovna Chizhova,F,26.0,174.0,90.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Shot Put,Gold
20892,Nadezhda Vladimirovna Chizhova,F,30.0,174.0,90.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Shot Put,Silver
21313,Linford Ecerio Christie,M,28.0,189.0,94.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,Silver
21313,Linford Ecerio Christie,M,28.0,189.0,94.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
21548,Teresa Barbara Ciepy-Wieczorek,F,26.0,166.0,60.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 80 metres Hurdles,Silver
21548,Teresa Barbara Ciepy-Wieczorek,F,26.0,166.0,60.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
21550,Hannes Waldemar Cierpinski,M,25.0,170.0,59.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,Gold
21550,Hannes Waldemar Cierpinski,M,29.0,170.0,59.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,Gold
21702,Galina isakovov (-Beskrovnaj),F,26.0,169.0,53.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Long Jump,Bronze
21881,"Ronald William ""Ron"" Clarke",M,27.0,183.0,72.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",Bronze
22139,Miguelina Cobin Hechavarra,F,26.0,170.0,63.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
22207,"Sebastian Newbold ""Seb"" Coe",M,23.0,175.0,54.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,Silver
22207,"Sebastian Newbold ""Seb"" Coe",M,23.0,175.0,54.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",Gold
22207,"Sebastian Newbold ""Seb"" Coe",M,27.0,175.0,54.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Silver
22207,"Sebastian Newbold ""Seb"" Coe",M,27.0,175.0,54.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Gold
22288,Christeana Cojocaru (-Matei),F,22.0,172.0,62.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres Hurdles,Bronze
22418,Wayne Curtis Collett,M,22.0,188.0,84.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,Silver
22531,Mara Caridad Coln Ruees-Salazar,F,22.0,169.0,66.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Javelin Throw,Gold
22676,"Michael Alexander ""Mike"" Conley",M,21.0,185.0,78.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,Silver
22710,Keith Leroy Connor,M,26.0,186.0,78.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,Bronze
22821,Hollis Conway,M,21.0,183.0,68.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's High Jump,Silver
22850,Garry Peter Cook,M,26.0,185.0,72.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
22941,John Hugh Cooper,M,23.0,188.0,85.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,Silver
22941,John Hugh Cooper,M,23.0,188.0,85.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
23533,Alberto Cova,M,25.0,176.0,58.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Gold
23668,"Stephen ""Steve"" Cram",M,23.0,186.0,69.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Silver
23711,Hasely Joachim Crawford,M,25.0,187.0,90.0,Trinidad and Tobago,TTO,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,Gold
23913,Charmaine A. Crooks (-Thorsen),F,21.0,175.0,58.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
23963,"William Frederick ""Bill"" Crothers",M,23.0,183.0,71.0,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 800 metres,Silver
24043,Joaquim Carvalho Cruz,M,21.0,187.0,74.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Gold
24043,Joaquim Carvalho Cruz,M,25.0,187.0,74.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,Silver
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,26.0,169.0,57.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 400 metres,Gold
24731,Rbson Caetano da Silva,M,24.0,187.0,74.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,Bronze
25111,Maurizio Damilano,M,23.0,183.0,70.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 20 kilometres Walk,Gold
25111,Maurizio Damilano,M,27.0,183.0,70.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,Bronze
25111,Maurizio Damilano,M,31.0,183.0,70.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,Bronze
25157,Ludvk Dank,M,27.0,193.0,123.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,Silver
25157,Ludvk Dank,M,31.0,193.0,123.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,Bronze
25157,Ludvk Dank,M,35.0,193.0,123.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,Gold
25284,Rolf Danneberg,M,31.0,198.0,125.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,Gold
25284,Rolf Danneberg,M,35.0,198.0,125.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Discus Throw,Bronze
25546,"Wilbur D. ""Willie"" Davenport",M,25.0,186.0,84.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,Gold
25546,"Wilbur D. ""Willie"" Davenport",M,33.0,186.0,84.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,Bronze
25631,John Llewellyn Davies,M,26.0,185.0,68.0,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",Bronze
25635,Lynn Davies,M,22.0,185.0,77.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,Gold
25690,Howard Davis,M,21.0,185.0,81.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
26509,Joo Carlos de Oliveira,M,22.0,186.0,76.0,Brazil,BRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Triple Jump,Bronze
26509,Joo Carlos de Oliveira,M,26.0,186.0,76.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Triple Jump,Bronze
27232,Jocelyn Delecour,M,29.0,175.0,67.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
27232,Jocelyn Delecour,M,33.0,175.0,67.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
27323,Luis Marano Dels Fournier,M,22.0,185.0,106.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,Bronze
27366,"William Solon ""Bill"" Dellinger",M,30.0,175.0,62.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",Bronze
27381,"Joseph Nathaniel ""Joe"" DeLoach, Jr.",M,21.0,182.0,76.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,Gold
27610,Leslie Jean Deniz,F,22.0,170.0,86.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Discus Throw,Silver
28124,El Hadji Amadou Dia B,M,29.0,190.0,72.0,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Silver
28428,Brian Lee Diemer,M,22.0,176.0,64.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
28821,Diane Lynn Dixon (-Trouse),F,19.0,165.0,54.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
28821,Diane Lynn Dixon (-Trouse),F,23.0,165.0,54.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
28834,"Rodney Phillip ""Rod"" Dixon",M,22.0,186.0,70.0,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",Bronze
28959,Norbert Dobeleit,M,24.0,185.0,82.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
29214,"Svetlana Ivanovna ""Esfir"" Dolzhenko-Krachevskaya",F,35.0,173.0,83.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,Silver
29233,Lutz Dombrowski,M,21.0,187.0,87.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,Gold
29394,Yordanka Lyubchova Donkova,F,26.0,175.0,67.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres Hurdles,Gold
29496,Gabriella Dorio (-Spigarolo),F,27.0,168.0,55.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Women's 1,500 metres",Gold
29550,Juana Katrin Drre-Heinig,F,26.0,170.0,57.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,Bronze
29655,Ralph Douglas Doubell,M,23.0,180.0,65.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,Gold
29947,Otis Paul Drayton,M,25.0,183.0,73.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,Silver
29947,Otis Paul Drayton,M,25.0,183.0,73.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
29958,Heike Gabriela Drechsler (Daute-),F,23.0,181.0,68.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Bronze
29958,Heike Gabriela Drechsler (Daute-),F,23.0,181.0,68.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Bronze
29958,Heike Gabriela Drechsler (Daute-),F,23.0,181.0,68.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Long Jump,Silver
29966,Jrg Drehmel,M,27.0,187.0,83.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Triple Jump,Silver
30063,Margitta Droese-Pufe (Ludewig-),F,27.0,180.0,83.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,Bronze
30135,Guy Drut,M,21.0,188.0,74.0,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,Silver
30135,Guy Drut,M,25.0,188.0,74.0,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,Gold
30402,Marian Andrzej Dudziak,M,23.0,181.0,81.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
30642,"Leszek Ryszard ""Lech"" Dunecki",M,23.0,180.0,73.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
30767,Maryvonne Dupureur (Samson-),F,27.0,167.0,58.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 800 metres,Silver
31122,Satymkul Dzhumanazarov,M,28.0,168.0,56.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,Bronze
31126,Liudmyla Stanislavivna Dzhyhalova,F,26.0,178.0,64.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
31320,"Sheila Ann Echols (-Williams, -Gross)",F,23.0,165.0,52.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
31337,Brbel Eckert-Wckel,F,21.0,174.0,62.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 200 metres,Gold
31337,Brbel Eckert-Wckel,F,21.0,174.0,62.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
31337,Brbel Eckert-Wckel,F,25.0,174.0,62.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 200 metres,Gold
31337,Brbel Eckert-Wckel,F,25.0,174.0,62.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
31498,Norman Edwards,M,21.0,185.0,82.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
31552,Innocent Ejima Egbunike,M,22.0,174.0,65.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
31636,Klaus Johannes Ehl,M,23.0,188.0,77.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
31652,Anneliese Ehrhardt (Jahns-),F,22.0,166.0,58.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres Hurdles,Gold
32098,Nawal El-Moutawakel (-Bennis),F,22.0,162.0,50.0,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres Hurdles,Gold
32217,Kenth Enar Eldebrink,M,29.0,190.0,95.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,Bronze
32232,Marlene Elejarde Daz,F,17.0,172.0,65.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
32232,Marlene Elejarde Daz,F,21.0,172.0,65.0,Cuba,CUB,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
32352,Peter Elliott,M,25.0,181.0,67.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",Silver
32511,Kirsten Emmelmann (Siemon-),F,27.0,173.0,63.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
32862,Paul Ereng,M,21.0,188.0,69.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,Gold
33421,Giovanni Evangelisti,M,22.0,179.0,70.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,Bronze
33438,Dwayne Eugene Evans,M,17.0,183.0,66.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,Bronze
33457,Lee Edward Evans,M,21.0,180.0,78.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,Gold
33457,Lee Edward Evans,M,21.0,180.0,78.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
33507,"Daniel Joseph ""Danny Joe"" Everett",M,21.0,187.0,64.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,Bronze
33507,"Daniel Joseph ""Danny Joe"" Everett",M,21.0,187.0,64.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
33526,Sabine Christine Everts (-Thomaskamp),F,23.0,169.0,56.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Heptathlon,Bronze
33858,"Hildegard Falck (Janze-, -Kimmich)",F,23.0,173.0,58.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 800 metres,Gold
33858,"Hildegard Falck (Janze-, -Kimmich)",F,23.0,173.0,58.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
34151,"Thomas Francis ""Tom"" Farrell",M,24.0,172.0,64.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,Bronze
34418,Oleg Georgiyevich Fedoseyev,M,28.0,186.0,82.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Triple Jump,Silver
34638,Grard Fenouil,M,23.0,177.0,72.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
34683,Mable Fergerson (-Winn),F,17.0,170.0,60.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
35011,Barbara Ann Ferrell (-Edmonson),F,21.0,159.0,47.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 100 metres,Silver
35011,Barbara Ann Ferrell (-Edmonson),F,21.0,159.0,47.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
35141,Helena Fibingerov (-mdov),F,27.0,179.0,88.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Shot Put,Bronze
35173,Ellen Fiedler (Neumann-),F,29.0,174.0,66.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,Bronze
35268,Enrique Figuerola Camu,M,26.0,167.0,67.0,Cuba,CUB,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,Silver
35268,Enrique Figuerola Camu,M,30.0,167.0,67.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
35644,Benita P. Fitzgerald-Brown (-Mosley),F,23.0,178.0,65.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres Hurdles,Gold
35851,"Debra Lee ""Debbie"" Flintoff-King",F,28.0,171.0,58.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,Gold
36039,Marian Foik,M,31.0,172.0,69.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
36401,"Richard Douglas ""Dick"" Fosbury",M,21.0,193.0,83.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,Gold
36415,Brendan Foster,M,28.0,178.0,68.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",Bronze
36424,"Gregory ""Greg"" Foster",M,25.0,190.0,84.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,Silver
36911,Herman Ronald Frazier,M,21.0,184.0,73.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,Bronze
36911,Herman Ronald Frazier,M,21.0,184.0,73.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
36996,"Ronald John ""Ron"" Freeman, III",M,21.0,183.0,82.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,Bronze
36996,"Ronald John ""Ron"" Freeman, III",M,21.0,183.0,82.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
37034,Jrg Freimuth,M,18.0,192.0,84.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,Bronze
37083,Peter Frenkel,M,33.0,182.0,75.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 20 kilometres Walk,Gold
37083,Peter Frenkel,M,37.0,182.0,75.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 20 kilometres Walk,Bronze
37423,"Ruth Fuchs (Gamm-, -Hellmann)",F,25.0,169.0,71.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Javelin Throw,Gold
37423,"Ruth Fuchs (Gamm-, -Hellmann)",F,29.0,169.0,71.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Javelin Throw,Gold
38101,"Kimberly Ann ""Kim"" Gallagher",F,20.0,165.0,47.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,Silver
38101,"Kimberly Ann ""Kim"" Gallagher",F,24.0,165.0,47.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 800 metres,Bronze
38252,Mohamad Tlili ben Abdallah Gammoudi,M,26.0,172.0,60.0,Tunisia,TUN,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",Silver
38252,Mohamad Tlili ben Abdallah Gammoudi,M,30.0,172.0,60.0,Tunisia,TUN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 5,000 metres",Gold
38252,Mohamad Tlili ben Abdallah Gammoudi,M,30.0,172.0,60.0,Tunisia,TUN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",Bronze
38252,Mohamad Tlili ben Abdallah Gammoudi,M,34.0,172.0,60.0,Tunisia,TUN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",Silver
38373,Diana Gansky (Sachse-),F,24.0,184.0,92.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Discus Throw,Silver
38737,Sven Anders Grderud,M,29.0,186.0,70.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
38781,France Gareau (-Foudy),F,17.0,167.0,59.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
39015,Rodion Aksanovich Gataullin,M,22.0,189.0,83.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,Silver
39066,Hartwig Gauder,M,25.0,186.0,70.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 50 kilometres Walk,Gold
39066,Hartwig Gauder,M,33.0,186.0,70.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,Bronze
39085,Heide-Elke Gaugel (-Hudak),F,25.0,167.0,54.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
39156,Yevgeny Mikhaylovich Gavrilenko,M,25.0,187.0,76.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,Bronze
39163,Valentin Aleksandrovich Gavrilov,M,22.0,191.0,75.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,Bronze
39472,Paul Louis Marcel Genevay,M,25.0,174.0,74.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
